pid	genus	hybrid	author	year	seed	pollen
10827#10827	NEOREGELIA	Trinket	Paterson M	2000	Manoa Beauty	?
7586#7586	NEOREGELIA	Tristar	Przetocki, V.	1995	Glorious	Rien's Pride
7587#7587	NEOREGELIA	Triumph	Burstrom, B.	<1981	johannis	Rosea Striata
7588#7588	NEOREGELIA	Trojan Horse	Hummel	<1980	johannis	Rosea Striata
7589#7589	NEOREGELIA	Tropic Beauty	Petersen S	1996	'Royal Grande'	'Scarlet O'Hara' x 'Painted Lady'
7590#7590	NEOREGELIA	Tropic Blush	Petersen S	1995	'Hal Ellis'	concentrica hybrid
12800#12800	NEOREGELIA	Tropic Punch	Petersen S	2005	Cereza	Jack of Diamonds
9929#9929	NEOREGELIA	Tropical Romance	Przetocki V	1998	Glorious	Indigo
15228#15228	NEOREGELIA	Tropical Sparkle	Przetocki, Vic	1987	Takemura Grande	Avalon
10828#10828	NEOREGELIA	Tropical Storm	Paterson M	1998	lilliputiana	Summer Storm
7591#7591	NEOREGELIA	Tropical Trader	Elmore, J. (#1267)	1978	concentrica	Fairy Paint
12409#12409	NEOREGELIA	Tropical Treat	Petersen S	2005	carolinae variegated x concentrica	Hal Ellis x Royal Burgundy
7592#7592	NEOREGELIA	Tropical Twist	Petersen, S.	1995	'Princess Di'	'Royal Grande'
7593#7593	NEOREGELIA	Tropicana	Elmore, J. (#1072)	<1983	'Oh! No!'	carolinae
7594#7594	NEOREGELIA	Tropiflora's Red Cloud	Mellica, J.*	?	'Oh! No!'	carolinae
7595#7595	NEOREGELIA	Troubador	McQueen, J.	1982	Marcon	Mini Misso
7596#7596	NEOREGELIA	True Believer	Freeman, A., Golinski, K.*	1994	'Narelle' #1	cruenta 'Broadleaf'
7597#7597	NEOREGELIA	True Blue	Paterson, M.	2002	'Moana Beauty'	?
7598#7598	NEOREGELIA	True Friend	Freeman, A., Golinski, K.*	1994	'Fairy Tale'	'Two Tone'
11932#11932	NEOREGELIA	True Grit	Vinzant, Lisa	2007	carolinae x concentrica	Hannibal Lecter
7599#7599	NEOREGELIA	True Love	Paterson M	2001	'Flirtation'	'Jewellery Shop'
7600#7600	NEOREGELIA	Truffles	Elmore, J. (#1208)	1978	Pepper	Takemura Grande
7601#7601	NEOREGELIA	Truffula	Mellica, J.	?	'Rosea lineata'	'Gespacho'
7602#7602	NEOREGELIA	Truly	Goode, G.	<1986	'San Francisco'	olens
7603#7603	NEOREGELIA	Trusting	Freeman, A., Golinski, K.*	1994	'Fairy Tale'	'Fairy Plum'
7604#7604	NEOREGELIA	Try to Remember	Elmore J	ca 1979	'Fairy Tale'	'Fairy Plum'
10199#10199	NEOREGELIA	Tsunami	Smythe R.	2005	'Fairy Tale'	Lamberts Pride
7605#7605	NEOREGELIA	Tu Tu Tango	Freeman, A., Golinski, K.*	?	'Painted Lady'	'Gee Whiz'
15415#15415	NEOREGELIA	Tubby	? / Amanda Barbe*	<2009	cruenta ?	?
13530#13530	NEOREGELIA	Tubby Tiger	Skotak C / E Beach*	2010	(Hannibal Lecter x Norman Bates) x (Skotak's Tiger x Hannibal Lecter)	Macho
9930#9930	NEOREGELIA	Tubtim Siam	S. Chayangsu	2004	Pink Sensation x Royal Burgundy	Charm
16243#16243	NEOREGELIA	Tubtim Thong	Soonton, Pung	2018	((Hannibal Lecter x Skotak's Tiger) x Hannibal Lecter)) x  Skotak's Tiger	Bob and Grace
16241#16241	NEOREGELIA	Tubtim Yok	Soonton, Pung	2018	Ninja Pink	Michi
7606#7606	NEOREGELIA	Tubular Bells	Seidel	<1981	Ninja Pink	Michi
7607#7607	NEOREGELIA	Tucana	Meilleur	<1989	Sunset	unknown species
7608#7608	NEOREGELIA	Tuff Stuff	Paterson M	2002	'Quintessence'	?
12144#12144	NEOREGELIA	Tumeke	Barclay G	2011	Alley Cat	Rainbow Carcharodon
15642#15642	NEOREGELIA	Tune Up	Wingert, Paul	2007	Punctate Red	Blushing Tiger
7609#7609	NEOREGELIA	Tunisia	Skotak C.	?	Hannibal Lecter	Punctate
11189#11189	NEOREGELIA	Turbulence	Skotak C, Beach E *	2002	Norman Bates	Royal Burgundy
7610#7610	NEOREGELIA	Turbulent	Oeser, (Paterson, M.*)	<1995	ampullacea	chlorosticta
7611#7611	NEOREGELIA	Turmoil	Goode, G.	<1998	?punctatissima	'Small World'
7612#7612	NEOREGELIA	Turncoat	Smythe, R.*	1980's	?punctatissima	'Small World'
9931#9931	NEOREGELIA	Tuscan Moon	V Przetocki	1996	Marble Red	Grand Ruby
7613#7613	NEOREGELIA	Tuti Fruiti	(Smith, S.*)	1990	Marble Red	Grand Ruby
16362#16362	NEOREGELIA	Tutti Frutti	Vinzant, Lisa	2015	Felina	Gene McKenzie
7614#7614	NEOREGELIA	Tutu	Freeman, A., Golinski, K.*	1995	'Gee Whiz'	'Blushing Bride'
7615#7615	NEOREGELIA	Tweedie	Quilhot*	<1980	'Gee Whiz'	carolinae
9932#9932	NEOREGELIA	Tweedle Dum	G Goode		Little Faith	lilliputiana
7616#7616	NEOREGELIA	Tweedledee	Goode, G.	<1998	'Little Faith'	lilliputiana
15034#15034	NEOREGELIA	Tweety Bird	Tothon, Tawan	2016	Hannibal Lecter	Pallada Red Hot
7617#7617	NEOREGELIA	Twenty One Gun	Smythe, R.*	?	Hannibal Lecter	Pallada Red Hot
7618#7618	NEOREGELIA	Twice Shy	Paterson, M.	2001	'Flirtation'	'Jewellery Shop'
7621#7621	NEOREGELIA	Twilight Glow	Petersen, S.	1994	Deleon's Best	Painted Lady
12445#12445	NEOREGELIA	Twilight Zone	Vinzant, Lisa	2010	Vertigo	Cat's Pajamas
7622#7622	NEOREGELIA	Twilight's Last Gleaming	Elmore J	ca 1979	Vertigo	Cat's Pajamas
12737#12737	NEOREGELIA	Twin Cities			Vertigo	Cat's Pajamas
7623#7623	NEOREGELIA	Twinkie	Hendrix, G.* (Johnson,		carolinae	cyanea
13287#13287	NEOREGELIA	Twinkle Toes	Vinzant  L	2008	Maika'i	Winnie The Pooh
7624#7624	NEOREGELIA	Twinkles	Paterson M	2002	'Royal Cordovan'	?
13051#13051	NEOREGELIA	Twisted Sister	Skotak C / Beach E *	2005	(carolinae variegated x Hannibal Lecter) x Norman Bates	Joao Marcio
10441#10441	NEOREGELIA	Twister	Wingert P	2004	Gespacho	Merry-Go-Round
10647#10647	NEOREGELIA	Twitter	Skotak C, Beach E *	2006	carolinae variegated x Hannibal Lector	(Tiger Cub x lilliputiana) x Wild Tiger
7625#7625	NEOREGELIA	Two Fairies	Freeman, A., Smythe, R.*	?	'Fairy Plum'	'Fairy Tale'
12713#12713	NEOREGELIA	Two Timer	Goode G	<2003	Little Faith	lilliputiana
7626#7626	NEOREGELIA	Two Timing	Freeman, A., Petersen, S.*	?1998	'Fosperior Perfection'	'Two Tone'
7627#7627	NEOREGELIA	Two Tone	Anderson, G. (Goode*)	<1986	princeps hybrid(?)	??
9933#9933	NEOREGELIA	Two Tone OT	R Smythe*		princeps hybrid(?)	??
10830#10830	NEOREGELIA	Typhoon	Paterson M	1998	lilliputiana	Summer Storm
10831#10831	NEOREGELIA	U Beaut	Paterson M	2002	Nelson	?
14704#14704	NEOREGELIA	UFO	Skotak C / E Beach*	2011	(carolinae variegated x Hannibal Lecter) x [(Tiger Cub x lilliputiana) x Small Fry]	sp. Oliveira Sao Fidelis
7628#7628	NEOREGELIA	Ultima	Skotak, C. (Deroose)	<1995	macwilliamsii	sp. Oliveira Sao Fidelis
7629#7629	NEOREGELIA	Ultimate	Goode	<1986	Beefsteak	princeps
16461#16461	NEOREGELIA	Ultimate Satisfaction	Kiehl, Michael	2003	Cane Fire	Macho
7630#7630	NEOREGELIA	Ultra	Smith, S.?		Cane Fire	Macho
13965#13965	NEOREGELIA	Ultra Magnus	Paterson G	2007	Roy"s Special	Painted Lady
7631#7631	NEOREGELIA	Ultra Violet	Kendall, H., (Baker, Bill*)	<1998	Roy"s Special	Painted Lady
14965#14965	NEOREGELIA	Ultraviolet	Keerati Bromeliads	circa 2015	?	?
7632#7632	NEOREGELIA	Unblushing Tiger	Vinzant, L.	?	'Blushing Tiger'	'Blushing Tiger'
9934#9934	NEOREGELIA	Unchained Melody	A James		'Blushing Tiger'	'Blushing Tiger'
7633#7633	NEOREGELIA	Uncle Derek	Paterson, M.	?	'One and Only'	'Mon Petite'
7634#7634	NEOREGELIA	Uncle Henry	Elmore J	ca 1979	'One and Only'	'Mon Petite'
12238#12238	NEOREGELIA	Undelirious	Skotak C / Beach E*	circa 2008	(carolinae variegated x Hannibal Lecter)	Punctate Red
7635#7635	NEOREGELIA	Underline	Paterson M	2002	'Lines of Fire'	?
7636#7636	NEOREGELIA	Understanding Rhea	Mellica, J.	?	'Gespacho'	tristis x carolinae
7637#7637	NEOREGELIA	Underworld Starfish	Mellica, J.	?	'Hannibal Lector' x 'Painted Delight'	'Tiger'
14398#14398	NEOREGELIA	Unexpected	Wood N	2005	'Hannibal Lector' x 'Painted Delight'	'Tiger'
11921#11921	NEOREGELIA	Unfinished Business	Vinzant L	circa 2000	Royal Prince x Ted's # 7	Treasure Chest
7638#7638	NEOREGELIA	Unforgettable	Goode, G.	?	'Lovely Lady'	?
11999#11999	NEOREGELIA	Unk T	?  /  Vinzant L *	circa 1990s	?	?
12585#12585	NEOREGELIA	Unraveled	Skotak C / Beach E*	2005	(carolinae variegated x Hannibal Lecter) x Tiger Cub	Punctate Red
7639#7639	NEOREGELIA	Upshot	Oeser, (Paterson, M.*)	1985	ampullacea	carolinae
7640#7640	NEOREGELIA	Uroborus	Freeman A, Golinski K*	194	'Painted Lady'	'George's Prince'
12057#12057	NEOREGELIA	Ursa Minor	Vinzant L	2007	Winnie the Pooh	Hokule'a
15216#15216	NEOREGELIA	Urubu	Tosta, Paulo	2013	Royal Burgundy x concentrica	lactea
14836#14836	NEOREGELIA	Usec Evelyn G Lavina	Onari, Ziefred	2011	Purple Heart	Storm Warning
7641#7641	NEOREGELIA	V.F. Ruby	Carrone, J.	<1984	Purple Heart	Storm Warning
7642#7642	NEOREGELIA	Vagabond	Freeman, A., Golinski, K.*	1994	'Fairy Tale'	'Two Tone'
7643#7643	NEOREGELIA	Vain Glory	Anderson, G. (Goode*)	<1986	concentrica 'Talnadge'	?
7644#7644	NEOREGELIA	Valencia		<1978	concentrica 'Talnadge'	?
7645#7645	NEOREGELIA	Valentine	Frasier, R. L., Cathcart, D.*	?	'Cereza'	carolinae x concentrica
7646#7646	NEOREGELIA	Valentine's Day	Vinzant, L.	?	'Princess Di'	'DeRolf'
7647#7647	NEOREGELIA	Valentino	Elmore J	ca 1979	'Princess Di'	'DeRolf'
7648#7648	NEOREGELIA	Valerie Steckler	Elmore, J. (#1346)	<1973	cruenta (rubra)	Red Apple
7649#7649	NEOREGELIA	Valhalla	Kendall, H.	<1985	concentrica	Renata
7650#7650	NEOREGELIA	Vallenato	Vinzant, L.	1995	correia-araujoi	Oeser's #100
7651#7651	NEOREGELIA	Valley	n/a	<1980	chlorosticta	Oeser's #100
14453#14453	NEOREGELIA	Valley Bling	Smythe A	2010	High Tide	Marble Snow
14903#14903	NEOREGELIA	Valley Daylight Charm	Smythe, Aaron	2009	Ornato	Mesmerize
12521#12521	NEOREGELIA	Valley Flaming Tiger	Smythe, Aaron	2008	Blushing Tiger	Ignite
13437#13437	NEOREGELIA	Valley Screamer	Smythe A	2012	Skotak's Tiger	Screaming Tiger
15838#15838	NEOREGELIA	Vampire	Keerati Bromeliads	2016	?	?
7652#7652	NEOREGELIA	Van Dourme	Gruber, Franz.	1980s	?	?
7653#7653	NEOREGELIA	Van Durme	DeCoster, P.*	ca1980	?	?
7654#7654	NEOREGELIA	Vangie Go	Frasier, R. L., Cathcart, D.*	?	carolinae x concentrica	'Avalon'
16489#16489	NEOREGELIA	Vanguard	Skotak, Chester / Eloise Beach*	2014	[((carolinae variegated x Hannibal Lecter) x Norman Bates) x (Norman Bates x Skotak's Tiger)] x [Blushing Tiger x Hannibal Lecter]	(carolinae variegated x Hannibal Lecter) x (Tiger Cub x Tunisia)
12505#12505	NEOREGELIA	Vanilla Ice	Ladd A / Little R*	circa 2008	Lila	Deroose's Medusa
7655#7655	NEOREGELIA	Vanity	Goode, G.	<1986	'Beefsteak'	princeps
7656#7656	NEOREGELIA	Vapor Trails	Elmore J	ca 1979	'Beefsteak'	princeps
7657#7657	NEOREGELIA	Vega	Elmore J	ca 1979	'Beefsteak'	princeps
15300#15300	NEOREGELIA	Veiled Serpent	Bromeliad Paradise / Dain Hanson*	2012	Hannibal Lecter X Fosters Pink Tip	Allure
7658#7658	NEOREGELIA	Veils of Mist	Elmore J	ca 1979	Hannibal Lecter X Fosters Pink Tip	Allure
13126#13126	NEOREGELIA	Velociraptor	Barclay G	2011	Bitzer	Rainbow Carcharodon
7659#7659	NEOREGELIA	Velvet Blue	Ladd, A.	<1991	Meyendorffii	princeps
7660#7660	NEOREGELIA	Velvet Lady	Elmore J	ca 1979	Meyendorffii	princeps
7661#7661	NEOREGELIA	Veneration	Freeman, A., Golinski, K.*	1993	'Takemura Princeps'	'Narelle' #1
7662#7662	NEOREGELIA	Venezueliana	Elmore J	ca 1979	'Takemura Princeps'	'Narelle' #1
7663#7663	NEOREGELIA	Venice	Elmore J	ca 1979	'Takemura Princeps'	'Narelle' #1
7664#7664	NEOREGELIA	Ventura Blvd	Hummel	<1976	'Takemura Princeps'	'Narelle' #1
10076#10076	NEOREGELIA	Venus		2007	Fireball	Angie
7665#7665	NEOREGELIA	Verano	Skotak, C.	1995	carolinae x concentrica	Perfecta Tricolor x carolinae 'Foster's Pink'
7666#7666	NEOREGELIA	Verdure		<1981	carolinae x concentrica	Perfecta Tricolor x carolinae 'Foster's Pink'
7667#7667	NEOREGELIA	Vereda Tropical	Bromeliario Imperialis*	?	carolinae x concentrica	Perfecta Tricolor x carolinae 'Foster's Pink'
7668#7668	NEOREGELIA	Verna	Goode, G.	<1986	chlorosticta	princeps
7669#7669	NEOREGELIA	Verona	Cathcart, D.*	?	concentrica	?
11864#11864	NEOREGELIA	Vertigo	Vinzant L	2008	Screaming Tiger	Skotak's Tiger
7670#7670	NEOREGELIA	Very Cherry	Coolbaugh*	<1978	'Oh! No!'	Skotak's Tiger
7671#7671	NEOREGELIA	Very Good Year	Elmore J	ca 1979	'Oh! No!'	Skotak's Tiger
10422#10422	NEOREGELIA	Very Nice	Jacobsson K	2007	Gespacho	?
7672#7672	NEOREGELIA	Very Red	Quilhot*?	<1980	Gespacho	carolinae
7673#7673	NEOREGELIA	Very Special	Freeman, A., Golinski, K.*	1994	'Fairy Plum'	'Make My Day'
7674#7674	NEOREGELIA	Very Thing	Freeman, A., Golinski, K.*	1994	'Two Tone'	'Painted Lady'
9935#9935	NEOREGELIA	Veteran Brazen	M Paterson	2003	Jewellery Shop	Lamberts Pride
10832#10832	NEOREGELIA	Veteran Bullion	Paterson M	2003	Gold Bullion	Flirting with Fire
10833#10833	NEOREGELIA	Veteran Burgundy	Paterson M	2004	Flirting With Fire	Gold Bullion
10834#10834	NEOREGELIA	Veteran Dark Desire	Paterson M	2004	Flirting with Fire	Gold Bullion
10835#10835	NEOREGELIA	Veteran Firey	Paterson M	2004	Flirting with Fire	Gold Bullion
10837#10837	NEOREGELIA	Veteran Gold Specks	Paterson M	2003	Gold Bullion	Flirting with Fire
10836#10836	NEOREGELIA	Veteran Goldmine	Paterson M	2003	Gold Bullion	Flirting with Fire
10838#10838	NEOREGELIA	Veteran Pinstripes	Paterson M	2003	Gold Bullion	Flirting with Fire
9936#9936	NEOREGELIA	Veteran Tangelo	M Paterson	2003	Jewellery Shop	Lamberts Pride
7675#7675	NEOREGELIA	Veve	Elmore J	ca 1979	Jewellery Shop	Lamberts Pride
7676#7676	NEOREGELIA	Veyron	Freeman A, Golinski K*	1993	chlorosticta	?
7677#7677	NEOREGELIA	Vi Zubert	Hummel	<1976	chlorosticta	?
13760#13760	NEOREGELIA	Via Afrika	King R	2012	Lua Pele	Skotak's Tiger
7678#7678	NEOREGELIA	Vibrant	Goode, Grace	<1986	'Bill's Beauty'	'Purple Wave'
9937#9937	NEOREGELIA	Vic	M Paterson	2001	Victoria	?
7679#7679	NEOREGELIA	Viceroy	Elmore J	ca 1979	Victoria	?
7680#7680	NEOREGELIA	Vicki	Paterson, M.	2001	'Victoria'	?
14183#14183	NEOREGELIA	Vicky J	Onari, Ziegfried	2013	Debbie x Royal Cordovan	Victoria Secret
9938#9938	NEOREGELIA	Victor	M Paterson	2001	Victoria	?
7681#7681	NEOREGELIA	Victoria	McCrory, W. (McCrory, A.*)	1985	carolinae	?
7682#7682	NEOREGELIA	Victoria Cross	Paterson, M.	2001	'Victoria'	?
7683#7683	NEOREGELIA	Victoria Pink	Mc Crory, B.*	?	'Victoria'	?
7684#7684	NEOREGELIA	Victoria Red	Cathcart, D.*	?	'Victoria'	?
7687#7687	NEOREGELIA	Victoria's Pinkie	Yamamoto	<1984	'Victoria'	?
7685#7685	NEOREGELIA	Victorian Beauty	Paterson M	2001	'Victoria'	'Red Planet'
7686#7686	NEOREGELIA	Victorian Bonus	Paterson M	2001	'Victoria'	'Red Planet'
7688#7688	NEOREGELIA	Victoria's Secret	Petersen, S.	1995	Victoria	Lambert's Pride
7689#7689	NEOREGELIA	Victorious	Paterson, M.	2001	'Victoria'	?
7690#7690	NEOREGELIA	Victory	Elmore, J. (#1212)	1978	'Victoria'	Takemura Princeps
7691#7691	NEOREGELIA	Victory at Sea	Elmore J	ca 1979	'Victoria'	Takemura Princeps
7692#7692	NEOREGELIA	Viking	Bryant, D.	1979	olens 'Marie'	wilsoniana x 'Rio Red'
9940#9940	NEOREGELIA	Viktors Legacy	Przetocki V	1998	Glorious	Jolly Roger
9939#9939	NEOREGELIA	Viktor's Jewel	V Przetocki	1995	Glorious	Rien's Pride
7693#7693	NEOREGELIA	Villa Lobos	Bromeliario Imperialis*	?	Glorious	Rien's Pride
7694#7694	NEOREGELIA	Villas Boas	Bromeliario Imperialis*	?	Glorious	Rien's Pride
7695#7695	NEOREGELIA	Vintage	Paterson M	2002	'Summer Storm'	?
7696#7696	NEOREGELIA	Vintage 53	Elmore J	ca 1979	'Summer Storm'	?
10440#10440	NEOREGELIA	Vintage Burgundy	Wingert P	2004	Royal Burgundy	Fosperior x Carousel
7697#7697	NEOREGELIA	Vintage Crop	?. Butcher, M.*	?	'Ruby Slippers'	'Red Flame'
7698#7698	NEOREGELIA	Vinzant	n/a	?	'Ruby Slippers'	'Red Flame'
11899#11899	NEOREGELIA	Vinzant's Dragonfly	Vinzant L	2008	Doodlebug	Skotak's Tiger
7699#7699	NEOREGELIA	Violet	Elmore*?	<1983	Doodlebug	carolinae?
7700#7700	NEOREGELIA	Violet Beauty	Hummel	<1979	Doodlebug	carolinae?
10839#10839	NEOREGELIA	Violet Crumble	Paterson M	2001	Violetta	?
7701#7701	NEOREGELIA	Violet Lights	Paterson, M.	2001	'Violetta'	?
7702#7702	NEOREGELIA	Violet Night	Elmore J	ca 1979	'Violetta'	?
7703#7703	NEOREGELIA	Violet Plum	Yamamoto?	<1984	'Violetta'	?
7704#7704	NEOREGELIA	Violetta	Goode, G.	1975	concentrica	tristis
10840#10840	NEOREGELIA	Virgin Queen	Paterson M	2001	Victoria	One and Only
7705#7705	NEOREGELIA	Vision	Freeman, A., Golinski, K.*	1994	'Painted Lady'	'Fairy Plum'
7706#7706	NEOREGELIA	Viva	Elmore, J. (#1092)	1977	Flash	compacta (lineated?)
7707#7707	NEOREGELIA	Viva La Difference	Elmore J	ca 1979	Flash	compacta (lineated?)
7708#7708	NEOREGELIA	Viva Lake	Freeman, A., Golinski, K.*	?	Flash	compacta (lineated?)
7709#7709	NEOREGELIA	Vivacious	Freeman, A., Golinski, K.*	1994	Hybrid	?
7710#7710	NEOREGELIA	Vivacor	Altria Labs	?	Hybrid	?
7711#7711	NEOREGELIA	Vivid Glow	Paterson M	2003	'Maya'	'Jewellery Shop'
7712#7712	NEOREGELIA	Vivid Red	Quilhot, H.*	<1980	'Maya'	carolinae
12529#12529	NEOREGELIA	Void	Lutge D	2010	Neo Wurthmann's Midnight	?
14726#14726	NEOREGELIA	Volcanic Eruption	Coleman, Ray / Forever Tropicals*	circa 2011	?	?
7713#7713	NEOREGELIA	Volcano	Petersen, S.	1994	'Hal Ellis'	'Claret'
7714#7714	NEOREGELIA	Volcano Red	Zaghini, S.	2002	'Fall in Love'	'Break of Day'
7715#7715	NEOREGELIA	Volkaert's Pride	Volkaert*	<1984	carolinae	'Break of Day'
14928#14928	NEOREGELIA	Voluptuous	Van Wijk, Christo	2013	[(carolinae variegated x johannis) x Bobbie Hull]	Silver Tiger
7718#7718	NEOREGELIA	Voodoo Doll	Groves, G.	?	'Cranberry'	'Purple Star'
15371#15371	NEOREGELIA	Voodoo Lounge	Przetocki, Vic	1998	Glorious	Wurthmann's Midnight
7719#7719	NEOREGELIA	Voodoo Magic	Paterson, M.	1998	lilliputiana	'Midnight'
9941#9941	NEOREGELIA	Voodoo Night	Przetocki V	1998	Glorious	Wurthmann's Midnight
9942#9942	NEOREGELIA	Voodoo Queen	Przetocki V	1998	Glorious	Wurthmann's Midnight
14422#14422	NEOREGELIA	Voodoo Spell	Przetocki V	1998	Glorious	Wurthmann's Midnight
7720#7720	NEOREGELIA	Vortex	Freeman, A., Golinski, K.*	1994	concentrica	?
7721#7721	NEOREGELIA	Vortex Space	Mellica, J.	?	'Fireball' x 'Green Apple'	'Gespacho'
7722#7722	NEOREGELIA	Vortex Time	Mellica, J.	?	'Fireball' x 'Green Apple'	'Gespacho'
11230#11230	NEOREGELIA	Voyager	Skotak C, Beach E *	2001	carolinae variegated x johannis	carolinae variegated x concentrica
9943#9943	NEOREGELIA	VP Glory	V Przetocki	1998	Glorious	Rosa Royale
7723#7723	NEOREGELIA	Vulcan	(Picard) Read, R.*	<1986	olens	Rosa Royale
7724#7724	NEOREGELIA	Vulkan	Richter, W.	1955	concentrica	johannis
7725#7725	NEOREGELIA	Vulkan's Baby	Goode, G.	?	'Vulkan'	?
7726#7726	NEOREGELIA	Wa Ha	Hummel	<1973	'Vulkan'	?
9944#9944	NEOREGELIA	Wa Ha NQ	R Smythe*		'Vulkan'	?
7727#7727	NEOREGELIA	Wacky Red	Zaghini, S.	?	'Break of Day'	'Barbarian'
7728#7728	NEOREGELIA	Waffle	Foster, M.	1980	'Break of Day'	'Barbarian'
7729#7729	NEOREGELIA	Waikiki	Elmore J	ca 1979	'Break of Day'	'Barbarian'
7730#7730	NEOREGELIA	Waimanalo Blues	Vinzant L	circa 2000	Ted's #7	Granada
12023#12023	NEOREGELIA	Waimarie	Devonshire A	2007	Guinea	pauciflora
14109#14109	NEOREGELIA	Waimea	Petersen S / T Grant *	circa 2000	Marble Throat x ?	Sherlette Shiigi x Purple Paint
7731#7731	NEOREGELIA	Waipuna Twelve	Frasier, R. L., Cathcart, D.*	?	carolinae x concentrica	'Painted Lady' x chlorosticta
7732#7732	NEOREGELIA	Wait A While	Goode, G.	<1986	macrosepala	binotii hybrid
7733#7733	NEOREGELIA	Waldorf Astoria	Elmore J	ca 1979	macrosepala	binotii hybrid
7734#7734	NEOREGELIA	Walkabout	Paterson M	2002	'Walking Tall'	'Big Mac'
7735#7735	NEOREGELIA	Walking Tall	Goode, G.	<1998	'Small World'	?
7736#7736	NEOREGELIA	Walking Thunder	Petersen, S.	1995	'Hal Ellis'	'Kahala Dawn'
12033#12033	NEOREGELIA	Wallflower	Vinzant,  Lisa	2010	[(carolinae x concentrica) x Granada]	Bitzer
7737#7737	NEOREGELIA	Wally	Ellis, Brian	1995	'Meyendorffii' (variegated)	chlorosticta
7738#7738	NEOREGELIA	Wally Berg	Head O.	1985	Rio Ochre	Roy
7739#7739	NEOREGELIA	Walnut	Baensch, U.?	<1993	Rio Ochre	Roy
7740#7740	NEOREGELIA	Waltzing Matilda	Freeman, A., Golinski, K.*	1994	'Fairy Tale'	'Fairy Plum'
7741#7741	NEOREGELIA	Wanderer	Elmore J	ca 1979	'Fairy Tale'	'Fairy Plum'
7742#7742	NEOREGELIA	Wango Tango	(Baker, Bill*)	<1984	'Fairy Tale'	'Fairy Plum'
15706#15706	NEOREGELIA	War of Roses	Przetocki, Vic	1998	Glorious	Jolly Roger
7743#7743	NEOREGELIA	War Paint	Anderson, G.	1978	concentrica 'Proserpine'	'Cinnabar'
7744#7744	NEOREGELIA	Warlock	Paterson, M.	1985	'Firewitch'	sarmentosa (rubra?)
7745#7745	NEOREGELIA	Warm Glow	Freeman, A., Golinski, K.*	?	concentrica	?
7746#7746	NEOREGELIA	Warm Welcome	Paterson, M.	1984	'Happy Thoughts'	'Meyendorffii Minor'
7747#7747	NEOREGELIA	Warm Wishes	Zaghini, S.	?	'Cocktail'	'Grace'
11174#11174	NEOREGELIA	Warp Speed	Mellica J	2007	Inca Fire	Bloody Treasure Chest
7748#7748	NEOREGELIA	Warren Loose	Goode, G.*	1974	compacta	concentrica
7749#7749	NEOREGELIA	Water Lily	Goode G	<2003	'Small World'	?
7750#7750	NEOREGELIA	Water Melon	Butcher, M.*	?	'Small World'	?
14405#14405	NEOREGELIA	Watsonia Magic	Wood N	2005	Orchid	concentrica
14077#14077	NEOREGELIA	Watsonia Midnight	Wood N	2005	Black Out	Mandela
14135#14135	NEOREGELIA	Watsonia Spectorata	Wood N	2005	Jaffa	marmorata
12035#12035	NEOREGELIA	Wavy Gravy	Vinzant L	2010	Piccalilli	Bar-B-Q
12744#12744	NEOREGELIA	We Like It	Smythe R	2006	Ornato	Tree Tops
3236#3236	NEOREGELIA	Weckbacher's Blue Boy	Weckbacher, B.	<1979	albiflora	Takemura Princeps
3753#3753	NEOREGELIA	Weckbacher's Cranberry	Weckbacher	<1984	Marechalii	olens 'Marie'
7751#7751	NEOREGELIA	Wedding Day	Goode, G.	<1998	'Small World'	'Bob'
15820#15820	NEOREGELIA	Wedlock	Przetocki, Vic	1995	Glorious	Rien's Pride
12743#12743	NEOREGELIA	Wee Delight	Petersen S	2005	Chili Verde	Blueberry Muffin
12782#12782	NEOREGELIA	Wee Flame	Petersen S	2005	Chili Verde	Currant
12739#12739	NEOREGELIA	Wee One	Petersen S	2005	36C	lilliputiana
12784#12784	NEOREGELIA	Wee Promise	Petersen S	2005	Island Wonder	ampullacea
12781#12781	NEOREGELIA	Wee Treat	Petersen S	2005	Island Wonder	lilliputiana x Red Waif
12783#12783	NEOREGELIA	Wee Welcome	Petersen S	2005	Cereza x Meyendorffii	ampullacea
7752#7752	NEOREGELIA	Wee Willy	Goode, G.	?	?punctatissima	?
12747#12747	NEOREGELIA	Wee Wish	Petersen S	2005	Cereza x Meyendorffii	Punctate Red
12736#12736	NEOREGELIA	Wee Wonder	Petersen S	1996	Pepper x Meyendorffii	696 x Meyendorffii
7753#7753	NEOREGELIA	Weekend Pass	Elmore J	ca 1979	Pepper x Meyendorffii	696 x Meyendorffii
7754#7754	NEOREGELIA	West of the Moon	Elmore J	ca 1979	Pepper x Meyendorffii	696 x Meyendorffii
12147#12147	NEOREGELIA	Western Dreamtime	Woods A	1990s	?	?
7755#7755	NEOREGELIA	Western Fiesta	Woods, A.	?	?	?
7756#7756	NEOREGELIA	Western Prince	Przetocki, Vic	1987	Montevideo	princeps
7757#7757	NEOREGELIA	Western Rose	Przetocki, V.	1984	Amabilis	Amabilis
7758#7758	NEOREGELIA	Western Ruby	Przetocki, V.	1987	'Wild Ruby'	'Takemura Grande'
7759#7759	NEOREGELIA	Western Sky	Antle, J.	1980	zonata	'Majestic Prince'
5667#5667	NEOREGELIA	Wetzel's Mardi Gras	Wetzel, L.	1977	zonata	Sunset
6159#6159	NEOREGELIA	Wetzel's Overture	Wetzel, L.	1979	zonata	'Decora'
